'gameName','gameId','gameLink','itemType','noItems','itemName','createdBy','itemSize','postedTime','updatedTime','itemDesc','isCurated','isRTU','isAccepted','noUniqVis','noFavs','noSubs','rating'
test,614910,https://steamcommunity.com/app/614910/workshop/,Collections,1,Cold weapon,●✿Fly✿Tower✿●,N/A,"Mar 11, 2019 @ 4:23am","Mar 11, 2019 @ 4:23am",N/A,Yes,No,No,209,16,N/A,N/A
